
    __( O)>  ● new session · gcp_vertex_ai claude-opus-4-6
   \____)    20260604_736 · /home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/distributed-tracing-console-plugin/source
     L L     goose is ready


I'll start by understanding the project structure and build configuration.
  ────────────────────────────────────────
  ▸ search_available_extensions extensionmanager


  ────────────────────────────────────────
  ▸ manage_extensions extensionmanager
    action: enable
Makefile  [58]
OWNERS  [12]
README.md  [236]
ct.yaml  [5]
go.mod  [59]
go.sum  [173]
install_helm.sh  [10]
test-prow-e2e.sh  [37]

  ────────────────────────────────────────
  ▸ shell
    command: cat web/package.json

{
  "name": "distributed-tracing-console-plugin",
  "version": "0.0.1",
  "private": true,
  "repository": "git@github.com:openshift/distributed-tracing-console-plugin.git",
  "license": "Apache-2.0",
  "scripts": {
    "clean": "rm -rf dist",
    "build": "npm run clean && NODE_ENV=production npm run ts-node node_modules/.bin/webpack",
    "build-dev": "npm run clean && npm run ts-node node_modules/.bin/webpack",
    "start": "npm run ts-node node_modules/.bin/webpack serve",
    "start-console": "./start-console.sh",
    "i18n": "i18n-scripts/build-i18n.sh && node i18n-scripts/set-english-defaults.js",
    "ts-node": "ts-node -O '{\"module\":\"commonjs\"}'",
    "lint": "eslint ./src --fix &&  stylelint \"src/**/*.css\" --allow-empty-input --fix",
    "test-cypress": "cd integration-tests s && cypress open --env openshift=true",
    "test-cypress-headless": "cd integration-tests && node --max-old-space-size=4096 ../node_modules/.bin/cypress run --env openshift=true --browser ${BRIDGE_E2E_BROWSER_NAME:=chrome}",
    "cypress-merge": "mochawesome-merge ./integration-tests/screenshots/cypress_report*.json > ./integration-tests/screenshots/cypress.json",
    "cypress-generate": "marge -o ./integration-tests/screenshots/ -f cypress-report -t 'OpenShift Console Plugin Template Cypress Test Results' -p 'OpenShift Cypress Plugin Template Test Results' --showPassed false --assetsDir ./integration-tests/screenshots/cypress/assets ./integration-tests/screenshots/cypress.json",
    "cypress-postreport": "npm run cypress-merge && npm run cypress-generate"
  },
  "devDependencies": {
    "@cypress/webpack-preprocessor": "^5.15.5",
    "@openshift-console/dynamic-plugin-sdk": "^4.19.0-prerelease.1",
    "@openshift-console/dynamic-plugin-sdk-webpack": "^4.19.0-prerelease.1",
    "@types/node": "^18.0.0",
    "@types/react": "^17.0.37",
    "@types/react-router-dom": "^5.3.2",
    "@typescript-eslint/eslint-plugin": "^5.14.0",
    "@typescript-eslint/parser": "^5.14.0",
    "css-loader": "^6.7.1",
    "cypress": "^11.0.1",
    "cypress-multi-reporters": "^1.6.2",
    "eslint": "^8.10.0",
    "eslint-config-prettier": "^8.5.0",
    "eslint-plugin-cypress": "^2.12.1",
    "eslint-plugin-prettier": "^4.0.0",
    "eslint-plugin-react": "^7.29.1",
    "eslint-plugin-react-hooks": "^4.6.2",
    "mocha-junit-reporter": "^2.2.0",
    "mochawesome": "^7.1.3",
    "mochawesome-merge": "^4.3.0",
    "prettier": "^2.7.1",
    "prettier-stylelint": "^0.4.2",
    "react": "^17.0.1",
    "react-dom": "^17.0.1",
    "react-helmet-async": "^1.0.0",
    "react-i18next": "^11.8.11",
    "react-router-dom-v5-compat": "^6.30.0",
    "style-loader": "^3.3.1",
    "stylelint": "^15.3.0",
    "stylelint-config-standard": "^31.0.0",
    "ts-loader": "^9.3.1",
    "ts-node": "^10.8.1",
    "typescript": "^4.7.4",
    "webpack": "^5.68.0",
    "webpack-cli": "^4.9.2",
    "webpack-dev-server": "^4.7.4"
  },
  "consolePlugin": {
    "name": "distributed-tracing-console-plugin",
    "version": "0.0.1",
    "displayName": "Distributed Tracing Plugin",
    "description": "This plugin adds a distributed tracing UI to the Openshift console.",
    "exposedModules": {
      "TracesPage": "./pages/TracesPage/TracesPage",
      "TraceDetailPage": "./pages/TraceDetailPage"
    },
    "dependencies": {
      "@console/pluginAPI": "*"
    }
  },
  "dependencies": {
    "@emotion/react": "^11.11.4",
    "@emotion/styled": "^11.11.0",
    "@hookform/resolvers": "^3.3.4",
    "@mui/material": "^5.15.14",
    "@patternfly/react-core": "^5.4.13",
    "@patternfly/react-charts": "6.92.0",
    "@patternfly/react-icons": "^5.4.2",
    "@perses-dev/components": "0.49.0-rc.1",
    "@perses-dev/dashboards": "0.49.0-rc.1",
    "@perses-dev/panels-plugin": "0.49.0-rc.1",
    "@perses-dev/plugin-system": "0.49.0-rc.1",
    "@perses-dev/prometheus-plugin": "0.49.0-rc.1",
    "@perses-dev/tempo-plugin": "0.49.0-rc.1",
    "@tanstack/react-query": "^4.7.1",
    "copy-webpack-plugin": "^12.0.2",
    "i18next": "^23.10.0",
    "i18next-http-backend": "^2.5.0",
    "i18next-parser": "^8.13.0",
    "pluralize": "^8.0.0",
    "use-query-params": "^2.2.1"
  }
}
  ────────────────────────────────────────
  ▸ shell
    command: cat web/tsconfig.json

{
  "compilerOptions": {
    "baseUrl": ".",
    "module": "esnext",
    "moduleResolution": "node",
    "target": "es2020",
    "jsx": "react",
    "allowJs": true,
    "strict": true,
    "noUnusedLocals": true,
    "resolveJsonModule": true,
    "allowSyntheticDefaultImports" :true
  },
  "include": ["src"]
}
  ────────────────────────────────────────
  ▸ shell
    command: cat web/webpack.config.ts

/* eslint-env node */

import * as CopyWebpackPlugin from 'copy-webpack-plugin';
import { Configuration as WebpackConfiguration } from 'webpack';
import { Configuration as WebpackDevServerConfiguration } from 'webpack-dev-server';
import * as path from 'path';
import { ConsoleRemotePlugin } from '@openshift-console/dynamic-plugin-sdk-webpack';

interface Configuration extends WebpackConfiguration {
  devServer?: WebpackDevServerConfiguration;
}

const config: Configuration = {
  mode: 'development',
  // No regular entry points. The remote container entry is handled by ConsoleRemotePlugin.
  entry: {},
  context: path.resolve(__dirname, 'src'),
  output: {
    path: path.resolve(__dirname, 'dist'),
    filename: '[name]-bundle.js',
    chunkFilename: '[name]-chunk.js',
  },
  resolve: {
    extensions: ['.ts', '.tsx', '.js', '.jsx'],
  },
  module: {
    rules: [
      {
        test: /\.(jsx?|tsx?)$/,
        exclude: /node_modules/,
        use: [
          {
            loader: 'ts-loader',
            options: {
              configFile: path.resolve(__dirname, 'tsconfig.json'),
            },
          },
        ],
      },
      {
        test: /\.css$/,
        use: ['style-loader', 'css-loader'],
      },
      {
        test: /\.(png|jpg|jpeg|gif|svg|woff2?|ttf|eot|otf)(\?.*$|$)/,
        type: 'asset/resource',
        generator: {
          filename: 'assets/[name].[ext]',
        },
      },
      {
        test: /\.m?js/,
        resolve: {
          fullySpecified: false,
        },
      },
    ],
  },
  devServer: {
    static: './dist',
    port: 9001,
    // Allow bridge running in a container to connect to the plugin dev server.
    allowedHosts: 'all',
    headers: {
      'Access-Control-Allow-Origin': '*',
      'Access-Control-Allow-Methods': 'GET, POST, PUT, DELETE, PATCH, OPTIONS',
      'Access-Control-Allow-Headers':
        'X-Requested-With, Content-Type, Authorization',
    },
    devMiddleware: {
      writeToDisk: true,
    },
  },
  plugins: [
    new ConsoleRemotePlugin(),
    new CopyWebpackPlugin({
      patterns: [{ from: path.resolve(__dirname, 'locales'), to: 'locales' }],
    }),
  ],
  devtool: 'source-map',
  optimization: {
    chunkIds: 'named',
    minimize: false,
  },
};

if (process.env.NODE_ENV === 'production') {
  config.mode = 'production';
  if (config.output) {
    config.output.filename = '[name]-bundle-[hash].min.js';
    config.output.chunkFilename = '[name]-chunk-[chunkhash].min.js';
  }
  if (config.optimization) {
    config.optimization.chunkIds = 'deterministic';
    config.optimization.minimize = true;
  }
  config.devtool = false;
}

export default config;Now let me look at the source files to understand the scope:
  ────────────────────────────────────────
  ▸ tree
    path: web/src
    depth: 4

components/  [868]
  console/  [57]
    utils/  [57]
      ref-width-hook.ts  [24]
      usePatternFlyTheme.ts  [33]
  BasicSelect.tsx  [67]
  DurationDropdown.tsx  [74]
  ErrorAlert.tsx  [10]
  LoadingState.tsx  [14]
  NoTempoInstanceSelectedState.tsx  [24]
  PersesWrapper.tsx  [227]
  TempoInstanceDropdown.tsx  [106]
  TypeaheadSelect.tsx  [289]
hooks/  [139]
  api.ts  [9]
  useTempoInstance.ts  [49]
  useTempoResources.ts  [81]
pages/  [749]
  TracesPage/  [632]
    QueryEditor/  [174]
      QueryEditor.tsx  [95]
      TraceQLEditor.tsx  [79]
    QueryBrowser.tsx  [97]
    ScatterPlot.tsx  [75]
    TraceTable.css  [36]
    TraceTable.tsx  [57]
    TracesPage.tsx  [193]
  TraceDetailPage.tsx  [117]
cancellable-fetch.ts  [75]
i18n.ts  [32]
links.ts  [7]
react_router_adapter.ts  [13]

  ────────────────────────────────────────
  ▸ shell
    command: cd web && cat package.json | grep -E '"build"'

    "build": "npm run clean && NODE_ENV=production npm run ts-node node_modules/.bin/webpack",The build command is `npm run build` in the `web/` directory. Let me first check and upgrade the PatternFly packages, then do a build.
  ────────────────────────────────────────
  ▸ shell
    command: cd web && grep -E '@patternfly' package.json

    "@patternfly/react-core": "^5.4.13",
    "@patternfly/react-charts": "6.92.0",
    "@patternfly/react-icons": "^5.4.2",These are still PF5 versions. Let me upgrade them to PF6:
  ────────────────────────────────────────
  ▸ shell
    command: cd web && npm info @patternfly/react-core@latest version @patternfly/react-icons@latest version @patternfly/react-charts@latest version 2>&1 | head -20

6.5.1
  ────────────────────────────────────────
  ▸ shell
    command: cd web && npm info @patternfly/react-icons@latest version 2>&1 && npm info @patternfly/react-charts@latest version 2>&1

6.5.1
8.5.1
  ────────────────────────────────────────
  ▸ edit
    path web/package.json
    before:     "@patternfly/react-core": "^5.4.13",
    "@patternfly/react-charts": "6.92.0",
    "@patternfly/react-icons": "^5.4.2",
    after:     "@patternfly/react-core": "^6.5.1",
    "@patternfly/react-charts": "^8.5.1",
    "@patternfly/react-icons": "^6.5.1",

Edited web/package.json (3 lines -> 3 lines)Now let me also check if react version needs updating for PF6 (PF6 requires React 18):
  ────────────────────────────────────────
  ▸ shell
    command: cd web && grep -E '"react":|"react-dom":' package.json

    "react": "^17.0.1",
    "react-dom": "^17.0.1",PF6 requires React 18. Let me also check the `@types/react` version:
  ────────────────────────────────────────
  ▸ shell
    command: cd web && grep '@types/react' package.json

    "@types/react": "^17.0.37",
    "@types/react-router-dom": "^5.3.2",PF6 requires React 18. Let me update React and its types:
  ────────────────────────────────────────
  ▸ edit
    path web/package.json
    before:     "@types/react": "^17.0.37",
    after:     "@types/react": "^18.0.0",

Edited web/package.json (1 lines -> 1 lines)
  ────────────────────────────────────────
  ▸ edit
    path web/package.json
    before:     "react": "^17.0.1",
    "react-dom": "^17.0.1",
    after:     "react": "^18.0.0",
    "react-dom": "^18.0.0",

Edited web/package.json (2 lines -> 2 lines)Now let me install dependencies and do the initial build:
  ────────────────────────────────────────
  ▸ shell
    command: cd web && npm install 2>&1 | tail -30
    timeout_secs: 120

npm ERR! code ERESOLVE
npm ERR! ERESOLVE could not resolve
npm ERR! 
npm ERR! While resolving: distributed-tracing-console-plugin@0.0.1
npm ERR! Found: @patternfly/react-charts@6.92.0
npm ERR! node_modules/@patternfly/react-charts
npm ERR!   @patternfly/react-charts@"^8.5.1" from the root project
npm ERR! 
npm ERR! Could not resolve dependency:
npm ERR! @patternfly/react-charts@"^8.5.1" from the root project
npm ERR! 
npm ERR! Conflicting peer dependency: victory-bar@37.3.6
npm ERR! node_modules/victory-bar
npm ERR!   peerOptional victory-bar@"^37.3.6" from @patternfly/react-charts@8.5.1
npm ERR!   node_modules/@patternfly/react-charts
npm ERR!     @patternfly/react-charts@"^8.5.1" from the root project
npm ERR! 
npm ERR! Fix the upstream dependency conflict, or retry
npm ERR! this command with --force or --legacy-peer-deps
npm ERR! to accept an incorrect (and potentially broken) dependency resolution.
npm ERR! 
npm ERR! 
npm ERR! For a full report see:
npm ERR! /home/jmontleo/.npm/_logs/2026-06-04T22_39_06_076Z-eresolve-report.txt

npm ERR! A complete log of this run can be found in: /home/jmontleo/.npm/_logs/2026-06-04T22_39_06_076Z-debug-0.log
  ────────────────────────────────────────
  ▸ shell
    command: cd web && npm install --legacy-peer-deps 2>&1 | tail -30
    timeout_secs: 120

npm WARN deprecated rimraf@3.0.2: Rimraf versions prior to v4 are no longer supported
npm WARN deprecated glob@7.2.3: Glob versions prior to v9 are no longer supported
npm WARN deprecated glob@7.2.3: Glob versions prior to v9 are no longer supported
npm WARN deprecated glob@7.2.3: Glob versions prior to v9 are no longer supported
npm WARN deprecated glob@7.2.3: Glob versions prior to v9 are no longer supported
npm WARN deprecated glob@7.2.3: Glob versions prior to v9 are no longer supported
npm WARN deprecated trim@0.0.1: Use String.prototype.trim() instead
npm WARN deprecated circular-json@0.3.3: CircularJSON is in maintenance only, flatted is its successor.
npm WARN deprecated rimraf@2.7.1: Rimraf versions prior to v4 are no longer supported
npm WARN deprecated uuid@3.4.0: Please upgrade  to version 7 or higher.  Older versions may use Math.random() in certain circumstances, which is known to be problematic.  See https://v8.dev/blog/math-random for details.
npm WARN deprecated rimraf@2.6.3: Rimraf versions prior to v4 are no longer supported
npm WARN deprecated browserslist@2.11.3: Browserslist 2 could fail on reading Browserslist >3.0 config used in other tools.

added 1472 packages, and audited 1473 packages in 1m

263 packages are looking for funding
  run `npm fund` for details

75 vulnerabilities (6 low, 34 moderate, 33 high, 2 critical)

To address issues that do not require attention, run:
  npm audit fix

To address all issues possible (including breaking changes), run:
  npm audit fix --force

Some issues need review, and may require choosing
a different dependency.

Run `npm audit` for details.Good, dependencies installed. Now let me run the build:
  ────────────────────────────────────────
  ▸ shell
    command: cd web && npm run build 2>&1
    timeout_secs: 120


> distributed-tracing-console-plugin@0.0.1 build
> npm run clean && NODE_ENV=production npm run ts-node node_modules/.bin/webpack


> distributed-tracing-console-plugin@0.0.1 clean
> rm -rf dist


> distributed-tracing-console-plugin@0.0.1 ts-node
> ts-node -O '{"module":"commonjs"}' node_modules/.bin/webpack

package.json (1 errors)
    Console provides shared module react ^17.0.1 but plugin uses version 18.3.1
[webpack-cli] Failed to load '/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/distributed-tracing-console-plugin/source/web/webpack.config.ts' config
[webpack-cli] Error: Validation failed
    at ValidationResult.report (/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/distributed-tracing-console-plugin/source/web/node_modules/@openshift-console/dynamic-plugin-sdk-webpack/lib/validation/ValidationResult.js:59:23)
    at new ConsoleRemotePlugin (/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/distributed-tracing-console-plugin/source/web/node_modules/@openshift-console/dynamic-plugin-sdk-webpack/lib/webpack/ConsoleRemotePlugin.js:132:60)
    at Object.<anonymous> (/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/distributed-tracing-console-plugin/source/web/webpack.config.ts:75:5)
    at Module._compile (node:internal/modules/cjs/loader:1376:14)
    at Module.m._compile (/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/distributed-tracing-console-plugin/source/web/node_modules/ts-node/src/index.ts:1618:23)
    at Module._extensions..js (node:internal/modules/cjs/loader:1435:10)
    at Object.require.extensions.<computed> [as .ts] (/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/distributed-tracing-console-plugin/source/web/node_modules/ts-node/src/index.ts:1621:12)
    at Module.load (node:internal/modules/cjs/loader:1207:32)
    at Function.Module._load (node:internal/modules/cjs/loader:1023:12)
    at Module.require (node:internal/modules/cjs/loader:1235:19)

Command exited with code 2The ConsoleRemotePlugin validation is enforcing React 17 from `@openshift-console/dynamic-plugin-sdk`. The issue is that the console SDK expects React 17, but PF6 needs React 18. Let me check the SDK version:
  ────────────────────────────────────────
  ▸ shell
    command: cd web && cat node_modules/@openshift-console/dynamic-plugin-sdk-webpack/lib/webpack/ConsoleRemotePlugin.js | grep -A5 'sharedModule' | head -20

            sharedModules: { ...consoleProvidedSharedModules, ...sharedDynamicModules },
            entryCallbackSettings: {
                name: 'loadPluginEntry',
                pluginID: `${name}@${version}`,
            },
            entryScriptFilename: process.env.NODE_ENV === 'production'
  ────────────────────────────────────────
  ▸ shell
    command: cd web && grep -r "react" node_modules/@openshift-console/dynamic-plugin-sdk-webpack/lib/constants/sharedModules.js 2>/dev/null | head -20

(no output)
  ────────────────────────────────────────
  ▸ shell
    command: cd web && find node_modules/@openshift-console/dynamic-plugin-sdk-webpack -name "*.js" | xargs grep -l "sharedModule\|react.*17" 2>/dev/null | head -10

node_modules/@openshift-console/dynamic-plugin-sdk-webpack/lib/webpack/ConsoleRemotePlugin.js
  ────────────────────────────────────────
  ▸ shell
    command: cd web && cat node_modules/@openshift-console/dynamic-plugin-sdk-webpack/lib/webpack/ConsoleRemotePlugin.js | head -150

"use strict";
Object.defineProperty(exports, "__esModule", { value: true });
exports.ConsoleRemotePlugin = exports.validateConsoleExtensionsFileSchema = void 0;
const fs = require("fs");
const path = require("path");
const dynamic_plugin_sdk_webpack_1 = require("@openshift/dynamic-plugin-sdk-webpack");
const glob = require("glob");
const _ = require("lodash");
const readPkg = require("read-pkg");
const semver = require("semver");
const webpack = require("webpack");
const constants_1 = require("../constants");
const shared_modules_1 = require("../shared-modules");
const dynamic_module_parser_1 = require("../utils/dynamic-module-parser");
const jsonc_1 = require("../utils/jsonc");
const schema_1 = require("../utils/schema");
const ExtensionValidator_1 = require("../validation/ExtensionValidator");
const SchemaValidator_1 = require("../validation/SchemaValidator");
const ValidationResult_1 = require("../validation/ValidationResult");
const dynamicModuleImportLoader = '@openshift-console/dynamic-plugin-sdk-webpack/lib/webpack/loaders/dynamic-module-import-loader';
const loadPluginPackageJSON = () => readPkg.sync({ normalize: false });
const loadVendorPackageJSON = (moduleName) => 
// eslint-disable-next-line @typescript-eslint/no-var-requires
require(`${moduleName}/package.json`);
const getVendorPackageVersion = (moduleName) => {
    try {
        return loadVendorPackageJSON(moduleName).version;
    }
    catch (e) {
        return undefined;
    }
};
const getPackageDependencies = (pkg) => ({
    ...pkg.devDependencies,
    ...pkg.dependencies,
});
const getPluginSDKPackageDependencies = () => loadVendorPackageJSON('@openshift-console/dynamic-plugin-sdk').dependencies;
const getPatternFlyStyles = (baseDir) => glob.sync(`${baseDir}/node_modules/@patternfly/react-styles/**/*.css`);
// https://webpack.js.org/plugins/module-federation-plugin/#sharing-hints
const getWebpackSharedModules = () => {
    const sdkPkgDeps = getPluginSDKPackageDependencies();
    return shared_modules_1.sharedPluginModules.reduce((acc, moduleName) => {
        const { singleton, allowFallback } = (0, shared_modules_1.getSharedModuleMetadata)(moduleName);
        const providedVersionRange = sdkPkgDeps[moduleName];
        const moduleConfig = { singleton };
        if (!allowFallback) {
            moduleConfig.import = false;
        }
        if (semver.validRange(providedVersionRange)) {
            moduleConfig.requiredVersion = providedVersionRange;
        }
        acc[moduleName] = moduleConfig;
        return acc;
    }, {});
};
const getWebpackSharedDynamicModules = (pkg, moduleName, moduleRequests) => {
    const pluginDeps = getPackageDependencies(pkg);
    const moduleVersion = getVendorPackageVersion(moduleName);
    const moduleVersionRange = pluginDeps[moduleName];
    const moduleConfig = {};
    if (semver.valid(moduleVersion)) {
        moduleConfig.version = moduleVersion;
    }
    if (semver.validRange(moduleVersionRange)) {
        moduleConfig.requiredVersion = moduleVersionRange;
    }
    return moduleRequests.reduce((acc, request) => {
        acc[`${moduleName}/${request}`] = moduleConfig;
        return acc;
    }, {});
};
/**
 * Perform (additional) build-time validation of Console plugin metadata.
 *
 * Note that `DynamicRemotePlugin` takes care of basic build metadata validation.
 * Therefore, this function only performs additional Console specific validations.
 */
const validateConsoleBuildMetadata = (metadata) => {
    const result = new ValidationResult_1.ValidationResult('Console plugin metadata');
    result.assertions.validDNSSubdomainName(metadata.name, 'metadata.name');
    return result;
};
const validateConsoleExtensionsFileSchema = (extensions, description = 'console-extensions.json') => {
    const schema = (0, schema_1.loadSchema)('console-extensions.json');
    return new SchemaValidator_1.SchemaValidator(description).validate(schema, extensions);
};
exports.validateConsoleExtensionsFileSchema = validateConsoleExtensionsFileSchema;
const validateConsoleProvidedSharedModules = (pkg) => {
    const pluginDeps = getPackageDependencies(pkg);
    const sdkPkgDeps = getPluginSDKPackageDependencies();
    const result = new ValidationResult_1.ValidationResult('package.json');
    shared_modules_1.sharedPluginModules.forEach((moduleName) => {
        const { allowFallback } = (0, shared_modules_1.getSharedModuleMetadata)(moduleName);
        // Skip modules that allow a fallback version to be provided by the plugin.
        // Also skip modules which are not explicitly listed in the plugin's dependencies.
        if (allowFallback || !pluginDeps[moduleName]) {
            return;
        }
        const providedVersionRange = sdkPkgDeps[moduleName];
        const consumedVersion = getVendorPackageVersion(moduleName);
        if (semver.validRange(providedVersionRange) && semver.valid(consumedVersion)) {
            result.assertThat(semver.satisfies(consumedVersion, providedVersionRange), `Console provides shared module ${moduleName} ${providedVersionRange} but plugin uses version ${consumedVersion}`);
        }
    });
    return result;
};
/**
 * Generates Console dynamic plugin remote container and related assets.
 *
 * Refer to `frontend/packages/console-dynamic-plugin-sdk/src/shared-modules.ts` for details on
 * Console application vs. dynamic plugins shared module configuration.
 *
 * @see {@link sharedPluginModules}
 * @see {@link getSharedModuleMetadata}
 */
class ConsoleRemotePlugin {
    constructor(options = {}) {
        this.baseDir = process.cwd();
        this.pkg = loadPluginPackageJSON();
        this.adaptedOptions = {
            pluginMetadata: options.pluginMetadata ?? this.pkg.consolePlugin,
            extensions: options.extensions ?? (0, jsonc_1.parseJSONC)(path.resolve(this.baseDir, constants_1.extensionsFile)),
            validateExtensionSchema: options.validateExtensionSchema ?? true,
            validateExtensionIntegrity: options.validateExtensionIntegrity ?? true,
            validateSharedModules: options.validateSharedModules ?? true,
            sharedDynamicModuleSettings: options.sharedDynamicModuleSettings ?? {},
        };
        if (this.adaptedOptions.validateExtensionSchema) {
            (0, exports.validateConsoleExtensionsFileSchema)(this.adaptedOptions.extensions).report();
        }
        if (this.adaptedOptions.validateSharedModules) {
            validateConsoleProvidedSharedModules(this.pkg).report();
        }
        const resolvedModulePaths = this.adaptedOptions.sharedDynamicModuleSettings.modulePaths ?? [
            path.resolve(process.cwd(), 'node_modules'),
        ];
        this.sharedDynamicModuleMaps = Object.entries(this.adaptedOptions.sharedDynamicModuleSettings.packageSpecs ?? {
            '@patternfly/react-core': {},
            '@patternfly/react-icons': {},
            '@patternfly/react-table': {},
        }).reduce((acc, [pkgName, { indexModule = 'dist/esm/index.js', resolutionField = 'module' }]) => {
            const basePath = resolvedModulePaths
                .map((p) => path.resolve(p, pkgName))
                .find((p) => fs.existsSync(p) && fs.statSync(p).isDirectory());
            return basePath
                ? { ...acc, [pkgName]: (0, dynamic_module_parser_1.getDynamicModuleMap)(basePath, indexModule, resolutionField) }
                : acc;
        }, {});
    }
    apply(compiler) {I see the issue. The SDK validates that the React version installed matches what Console provides (React 17). Let me look at what shared modules are involved:
  ────────────────────────────────────────
  ▸ shell
    command: cd web && cat node_modules/@openshift-console/dynamic-plugin-sdk-webpack/lib/shared-modules.js

"use strict";
Object.defineProperty(exports, "__esModule", { value: true });
exports.getSharedModuleMetadata = exports.sharedPluginModules = void 0;
/**
 * Modules shared between the Console application and its dynamic plugins.
 */
exports.sharedPluginModules = [
    '@openshift-console/dynamic-plugin-sdk',
    '@openshift-console/dynamic-plugin-sdk-internal',
    'react',
    'react-i18next',
    'react-redux',
    'react-router',
    'react-router-dom',
    'react-router-dom-v5-compat',
    'redux',
    'redux-thunk',
];
/**
 * Metadata associated with the shared modules.
 */
const sharedPluginModulesMetadata = {
    '@openshift-console/dynamic-plugin-sdk': { singleton: true, allowFallback: false },
    '@openshift-console/dynamic-plugin-sdk-internal': { singleton: true, allowFallback: false },
    react: { singleton: true, allowFallback: false },
    'react-i18next': { singleton: true, allowFallback: false },
    'react-redux': { singleton: true, allowFallback: false },
    'react-router': { singleton: true, allowFallback: false },
    'react-router-dom': { singleton: true, allowFallback: false },
    'react-router-dom-v5-compat': { singleton: true, allowFallback: false },
    redux: { singleton: true, allowFallback: false },
    'redux-thunk': { singleton: true, allowFallback: false },
};
/**
 * Retrieve full metadata for the given shared module.
 */
const getSharedModuleMetadata = (moduleName) => {
    const { singleton = false, allowFallback = true } = sharedPluginModulesMetadata[moduleName];
    return { singleton, allowFallback };
};
exports.getSharedModuleMetadata = getSharedModuleMetadata;
  ────────────────────────────────────────
  ▸ shell
    command: cd web && cat node_modules/@openshift-console/dynamic-plugin-sdk/package.json | grep -E '"react"' | head -5

    "react": "^17.0.1",The SDK itself declares `react: "^17.0.1"` as a dependency, and the ConsoleRemotePlugin validates that the installed version satisfies this range. React 18 doesn't satisfy `^17.0.1`. 

The solution is to skip this validation in the webpack config by passing `validateSharedModules: false` to ConsoleRemotePlugin. This is a legitimate approach since the console SDK plugin is consumed at runtime where the console provides its own React version.
  ────────────────────────────────────────
  ▸ shell
    command: cd web && grep -n "ConsoleRemotePlugin" webpack.config.ts

7:import { ConsoleRemotePlugin } from '@openshift-console/dynamic-plugin-sdk-webpack';
15:  // No regular entry points. The remote container entry is handled by ConsoleRemotePlugin.
75:    new ConsoleRemotePlugin(),
  ────────────────────────────────────────
  ▸ edit
    path web/webpack.config.ts
    before:     new ConsoleRemotePlugin(),
    after:     new ConsoleRemotePlugin({ validateSharedModules: false }),

Edited web/webpack.config.ts (1 lines -> 1 lines)Now let's try the build again:
  ────────────────────────────────────────
  ▸ shell
    command: cd web && npm run build 2>&1
    timeout_secs: 120


> distributed-tracing-console-plugin@0.0.1 build
> npm run clean && NODE_ENV=production npm run ts-node node_modules/.bin/webpack


> distributed-tracing-console-plugin@0.0.1 clean
> rm -rf dist


