
    __( O)>  ● new session · gcp_vertex_ai claude-opus-4-6
   \____)    20260604_1131 · /home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/forklift-console-plugin/source
     L L     goose is ready


I'll start by understanding the project structure and build configuration.
  ────────────────────────────────────────
  ▸ search_available_extensions extensionmanager


  ────────────────────────────────────────
  ▸ manage_extensions extensionmanager
    action: enable
    DrawerContext/  [0]
    ExpandableReviewSection/  [0]
    ExpandableSectionHeading/  [0]
    FieldBuilderTable/  [0]
    FilterableSelect/  [0]
    InputList/  [0]
    LabelsModal/  [0]
    LabelsViewDetailsItemContent/  [0]
    ModalForm/  [0]
    NodeSelectorModal/  [0]
    NodeSelectorViewDetailsItemContent/  [0]
    OvaFileUploader/  [0]
    PowerState/  [0]
    PreviewLabels/  [0]
    VddkUploader/  [0]
    VersionedCodeEditor/  [0]
    VsphereFoldersTable/  [0]
    __tests__/  [0]
    actions/  [0]
    common/  [0]
    empty-states/  [0]
    headers/  [0]
    images/  [0]
    modals/  [0]
    page/  [0]
    status/  [0]
    FormErrorHelperText.tsx  [31]
    HelpText.tsx  [13]
    LoadingSuspend.tsx  [36]
    ProviderIconLink.scss  [3]
    ProviderIconLink.tsx  [41]
    ProviderSelect.tsx  [137]
    TableBulkSelect.tsx  [84]
    TableSortContext.tsx  [40]
  modules/  [0]
    NetworkMaps/  [0]
    Plans/  [0]
    Providers/  [0]
    StorageMaps/  [0]
    utils/  [0]
  networkMaps/  [33]
    components/  [0]
    create/  [0]
    utils/  [0]
    constants.ts  [32]
    types.ts  [1]
  onlineHelp/  [0]
    forkliftHelp/  [0]
    learningExperience/  [0]
  overview/  [283]
    components/  [0]
    hooks/  [0]
    tabs/  [0]
    utils/  [0]
    OverviewPage.scss  [117]
    OverviewPage.tsx  [87]
    constants.ts  [19]
    dynamic-plugin.ts  [60]
  plans/  [41]
    actions/  [0]
    components/  [0]
    create/  [0]
    details/  [0]
    hooks/  [0]
    list/  [0]
    constants.ts  [41]
  providers/  [72]
    actions/  [0]
    components/  [0]
    create/  [0]
    details/  [0]
    list/  [0]
    utils/  [0]
    dynamic-plugin.ts  [72]
  storageMaps/  [98]
    components/  [0]
    create/  [0]
    details/  [0]
    hooks/  [0]
    utils/  [0]
    constants.ts  [78]
    types.ts  [20]
  styles/  [7]
    _common.scss  [7]
  test-utils/  [43]
    mockI18n.ts  [23]
    renderWithForm.tsx  [20]
  utils/  [293]
    analytics/  [0]
    crds/  [0]
    helpers/  [0]
    hooks/  [0]
    mapForms/  [0]
    validation/  [0]
    console.ts  [1]
    constants.ts  [66]
    deepCopy.ts  [13]
    ensureArray.ts  [9]
    enums.ts  [18]
    env.ts  [7]
    fetch.ts  [37]
    form.ts  [4]
    helpers.ts  [19]
    i18n.tsx  [25]
    links.ts  [21]
    namespaces.ts  [23]
    resources.ts  [13]
    selectToggle.tsx  [18]
    types.ts  [19]
testing/  [505]
  playwright/  [95]
    e2e/  [0]
    fixtures/  [0]
    intercepts/  [0]
    page-objects/  [0]
    types/  [0]
    utils/  [0]
    global.setup.ts  [53]
    global.teardown.ts  [42]
  PlaywrightContainerFile  [32]
  README.md  [126]
  e2e.env.template  [4]
  package.json  [24]
  playwright.config.ts  [52]
  run-e2e-docker.sh  [21]
  run-tests.sh  [90]
  tsconfig.json  [10]
  yarn.lock  [51]
types/  [114]
  globals.d.ts  [114]
COMMIT_MESSAGE_GUIDE.md  [188]
LICENSE  [202]
README.md  [173]
cspell.wordlist.txt  [103]
environment-defaults.ts  [30]
eslint-rules-disabled.ts  [17]
eslint.config.ts  [336]
eslint.ide.config.ts  [2]
i18next-parser.config.ts  [23]
jest.config.ts  [37]
jest.setup.ts  [1]
knip.config.ts  [36]
package.json  [159]
plugin-extensions.ts  [32]
plugin-metadata.ts  [28]
prettier.config.mjs  [11]
quick-start.sh  [62]
renovate.json  [17]
tsconfig.eslint.json  [5]
tsconfig.json  [48]
webpack.config.ts  [156]
yarn.lock  [11K]

  ────────────────────────────────────────
  ▸ shell
    command: cat package.json

{
  "name": "forklift-console-plugin",
  "version": "2.8.0",
  "description": "UI for forklift as an openshift console dynamic plugin",
  "license": "Apache-2.0",
  "private": true,
  "repository": "https://github.com/kubev2v/forklift-console-plugin.git",
  "lint-staged": {
    "*.{js,jsx,ts,tsx,json}": [
      "eslint --fix",
      "prettier --write"
    ]
  },
  "scripts": {
    "clean": "rm -rf ./dist ./coverage",
    "clean:all": "yarn run clean && rm -rf ./node_modules ./tmp",
    "build": "NODE_ENV=production NODE_OPTIONS=--max-old-space-size=8192 webpack",
    "build:analyze": "ANALYZE_BUNDLE=true NODE_ENV=production webpack",
    "start": "NODE_ENV=development webpack serve --progress",
    "i18n": "i18next \"./src/**/*.{js,jsx,ts,tsx}\" ./plugin-extensions.ts [-oc] -c ./i18next-parser.config.ts",
    "lint": "eslint 'src/**/*.{ts,tsx,js,jsx}' plugin-extensions.ts plugin-metadata.ts environment-defaults.ts --cache --cache-location .eslintcache && stylelint \"src/**/*.css\" --allow-empty-input",
    "lint:fix": "eslint . --fix && stylelint \"src/**/*.css\" --allow-empty-input --fix",
    "lint:ia": "rm -rf node_modules/.cache/eslint-interactive && npx eslint-interactive .",
    "test:i18n": "bash ./ci/test-i18n.sh",
    "test": "TZ=UTC jest",
    "test:coverage": "TZ=UTC jest --coverage",
    "test:updateSnapshot": "TZ=UTC jest --updateSnapshot",
    "test:e2e": "yarn --cwd testing test:e2e",
    "console": "bash ./ci/start-console.sh",
    "console:stop": "bash ./ci/stop-console.sh",
    "cluster:up": "bash ./ci/deploy-all.sh",
    "cluster:delete": "bash ./ci/clean-cluster.sh",
    "e2e:cluster": "bash ./ci/deploy-cluster.sh",
    "e2e:build": "bash ./ci/build-and-push-images.sh",
    "e2e:deployCrds": "kubectl apply -f ./ci/yaml/crds/forklift",
    "e2e:console": "bash ./ci/deploy-console.sh",
    "e2e:pre-test": "yarn run e2e:cluster && yarn run e2e:build && yarn run e2e:deployCrds && yarn run e2e:console",
    "knip": "knip",
    "validate-commits": "bash ./scripts/validate-commits.sh --verbose",
    "validate-commits-range": "bash ./scripts/validate-commits.sh --range",
    "postinstall": "husky"
  },
  "dependencies": {
    "@kubev2v/types": "0.0.24",
    "@openshift-console/dynamic-plugin-sdk": "^4.21.0",
    "@patternfly/patternfly": "^6.4.0",
    "@patternfly/quickstarts": "^5.4.5",
    "@patternfly/react-charts": "^8.4.1",
    "@patternfly/react-code-editor": "^6.2.2",
    "@patternfly/react-component-groups": "^5.5.8",
    "@patternfly/react-core": "^6.4.1",
    "@patternfly/react-icons": "^6.4.0",
    "@patternfly/react-table": "^6.4.1",
    "@patternfly/react-tokens": "^6.4.0",
    "@patternfly/react-styles": "^6.4.0",
    "classnames": "^2.5.1",
    "i18next": "^25.3.2",
    "immer": "^10.1.1",
    "immutable": "^5.1.1",
    "js-base64": "^3.7.7",
    "jsonpath": "^1.1.1",
    "jsrsasign": "11.1.0",
    "luxon": "^3.5.0",
    "react": "^18.3.1",
    "react-dom": "^18.3.1",
    "react-hook-form": "^7.54.2",
    "react-i18next": "^11.14.3",
    "react-linkify": "^1.0.0-alpha",
    "react-router": "5.3.x",
    "react-router-dom": "5.3.x",
    "react-router-dom-v5-compat": "^6.22.0",
    "react-tagsinput": "^3.19.0"
  },
  "devDependencies": {
    "@cspell/eslint-plugin": "^8.17.5",
    "@eslint/js": "^9.23.0",
    "@jest/globals": "^29.7.0",
    "@openshift-console/dynamic-plugin-sdk-webpack": "1.3.0",
    "@testing-library/dom": "^8.20.1",
    "@testing-library/jest-dom": "^6.6.3",
    "@testing-library/react": "^12.0.0",
    "@testing-library/react-hooks": "^8.0.1",
    "@testing-library/user-event": "^14.6.1",
    "@types/i18next": "^11.9.3",
    "@types/jest": "^29.5.14",
    "@types/jsonpath": "^0.2.4",
    "@types/jsrsasign": "10.5.15",
    "@types/luxon": "^3.4.2",
    "@types/node": "^20.16.6",
    "@types/react": "^18.3.8",
    "@types/react-dom": "^18.3.0",
    "@types/react-router": "^5.1.20",
    "@types/webpack-bundle-analyzer": "^4.7.0",
    "copy-webpack-plugin": "^11.0.0",
    "css-loader": "^7.1.2",
    "eslint": "^3.0.0 || ^4.0.0 || ^5.0.0 || ^6.0.0 || ^7.0.0 || ^8.0.0-0",
    "eslint-config-prettier": "^10.1.1",
    "eslint-define-config": "^2.1.0",
    "eslint-interactive": "^11.1.0",
    "eslint-plugin-import": "^2.31.0",
    "eslint-plugin-perfectionist": "^4.10.1",
    "eslint-plugin-prettier": "^5.2.5",
    "eslint-plugin-react": "^7.37.4",
    "eslint-plugin-react-hooks": "^5.2.0",
    "eslint-plugin-react-refresh": "^0.4.19",
    "eslint-plugin-simple-import-sort": "^12.1.1",
    "fork-ts-checker-webpack-plugin": "^9.0.2",
    "globals": "^16.0.0",
    "husky": "^9.1.7",
    "i18next-parser": "^9.3.0",
    "jest": "^29.7.0",
    "jest-environment-jsdom": "^29.7.0",
    "knip": "^5.44.5",
    "lint-staged": "^15.4.3",
    "mini-svg-data-uri": "^1.4.4",
    "monaco-editor": "^0.52.2",
    "prettier": "^3.5.3",
    "sass": "^1.86.0",
    "sass-loader": "^16.0.5",
    "style-loader": "^4.0.0",
    "stylelint": "^16.17.0",
    "stylelint-config-standard": "^37.0.0",
    "ts-jest": "^29.3.0",
    "ts-loader": "^9.3.1",
    "ts-node": "^10.9.2",
    "tsconfig-paths-webpack-plugin": "^4.0.0",
    "typescript": "^5.8.2",
    "typescript-eslint": "^8.28.0",
    "webpack": "5.98.0",
    "webpack-bundle-analyzer": "^4.10.2",
    "webpack-cli": "^6.0.1",
    "webpack-dev-server": "^5.2.0",
    "@patternfly/react-drag-drop": "^6.4.1",
    "echarts": "^5.6.0 || ^6.0.0",
    "victory-area": "^37.3.6",
    "victory-axis": "^37.3.6",
    "victory-bar": "^37.3.6",
    "victory-box-plot": "^37.3.6",
    "victory-chart": "^37.3.6",
    "victory-core": "^37.3.6",
    "victory-create-container": "^37.3.6",
    "victory-cursor-container": "^37.3.6",
    "victory-group": "^37.3.6",
    "victory-legend": "^37.3.6",
    "victory-line": "^37.3.6",
    "victory-pie": "^37.3.6",
    "victory-scatter": "^37.3.6",
    "victory-stack": "^37.3.6",
    "victory-tooltip": "^37.3.6",
    "victory-voronoi-container": "^37.3.6",
    "victory-zoom-container": "^37.3.6",
    "@patternfly/react-drag-drop": "^6.0.0"
  },
  "resolutions": {
    "@types/react": "^18.3.8",
    "@types/react-dom": "^18.3.0",
    "monaco-editor": "^0.52.2"
  }
}
  ────────────────────────────────────────
  ▸ shell
    command: cat tsconfig.json

{
  "compilerOptions": {
    "target": "ES2022",
    "useDefineForClassFields": true,
    "lib": ["ES2022", "DOM"],
    "module": "ESNext",
    "skipLibCheck": true,
    "types": ["node", "jest"],
    "strictNullChecks": true,
    "allowSyntheticDefaultImports": true,
    /* Bundler mode */
    "moduleResolution": "bundler",
    "allowImportingTsExtensions": false,
    "resolveJsonModule": true,
    "isolatedModules": true,
    "noEmit": true,
    "jsx": "react-jsx",
    "allowJs": true,
    "sourceMap": true,
    "declaration": true,
    "declarationMap": true,
    "esModuleInterop": true,

    /* Linting */
    "strict": true,
    "noUnusedLocals": true,
    "noUnusedParameters": false,
    "noFallthroughCasesInSwitch": true,

    "baseUrl": ".",
    "outDir": "./dist",
    "paths": {
      "@utils/*": ["./src/utils/*"],
      "@components/*": ["./src/components/*"],
      "@test-utils/*": ["./src/test-utils/*"],
      "src/*": ["./src/*"]
    }
  },
  "include": ["**/*.*.ts", "**/*.ts", "**/*.tsx", "**/*.jsx", "**/*.js", "prettier.config.mjs"],
  "exclude": ["node_modules", "dist", "locales", "docs", "ci", "testing"],
  "ts-node": {
    "files": true,
    "compilerOptions": {
      "module": "NodeNext",
      "moduleResolution": "nodenext"
    }
  }
}The build command is `yarn build` which runs `NODE_ENV=production NODE_OPTIONS=--max-old-space-size=8192 webpack`. Let me first install dependencies and then run the build.
  ────────────────────────────────────────
  ▸ shell
    command: cd /home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/forklift-console-plugin/source && yarn install --network-timeout 120000 2>&1 | tail -20
    timeout_secs: 120

yarn install v1.22.22
warning ../../../../../package.json: No license field
[1/4] Resolving packages...
success Already up-to-date.
$ husky
Done in 0.48s.Good, dependencies are already installed. Let me run the build:
  ────────────────────────────────────────
  ▸ shell
    command: cd /home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/forklift-console-plugin/source && yarn build 2>&1 | tail -200
    timeout_secs: 300

yarn run v1.22.22
warning ../../../../../package.json: No license field
$ NODE_ENV=production NODE_OPTIONS=--max-old-space-size=8192 webpack
package.json (1 errors)
    Console provides shared module react ^17.0.1 but plugin uses version 18.3.1
[webpack-cli] Failed to load '/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/forklift-console-plugin/source/webpack.config.ts' config
[webpack-cli] Error: Validation failed
    at ValidationResult.report (/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/forklift-console-plugin/source/node_modules/src/validation/ValidationResult.ts:75:15)
    at new ConsoleRemotePlugin (/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/forklift-console-plugin/source/node_modules/src/webpack/ConsoleRemotePlugin.ts:329:54)
    at Object.<anonymous> (/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/forklift-console-plugin/source/webpack.config.ts:118:5)
    at Module._compile (node:internal/modules/cjs/loader:1376:14)
    at Module.m._compile (/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/forklift-console-plugin/source/node_modules/ts-node/src/index.ts:1618:23)
    at Module._extensions..js (node:internal/modules/cjs/loader:1435:10)
    at Object.require.extensions.<computed> [as .ts] (/home/jmontleo/semver-analyzer/build/batch-run-20260604T185102/forklift-console-plugin/source/node_modules/ts-node/src/index.ts:1621:12)
    at Module.load (node:internal/modules/cjs/loader:1207:32)
    at Function.Module._load (node:internal/modules/cjs/loader:1023:12)
    at Module.require (node:internal/modules/cjs/loader:1235:19)
error Command failed with exit code 2.
info Visit https://yarnpkg.com/en/docs/cli/run for documentation about this command.There's a validation error from the ConsoleRemotePlugin about shared module version mismatch. Let me look at the webpack config and the plugin metadata:
  ────────────────────────────────────────
  ▸ shell
    command: cat webpack.config.ts

import * as path from 'path';

// eslint-disable-next-line import/default
import CopyPlugin from 'copy-webpack-plugin';
import ForkTsCheckerWebpackPlugin from 'fork-ts-checker-webpack-plugin';
import svgToMiniDataURI from 'mini-svg-data-uri';
import { TsconfigPathsPlugin } from 'tsconfig-paths-webpack-plugin';
import {
  type Configuration as WebpackConfiguration,
  EnvironmentPlugin,
  type WebpackPluginInstance,
} from 'webpack';
import { BundleAnalyzerPlugin } from 'webpack-bundle-analyzer';
import type { Configuration as WebpackDevServerConfiguration } from 'webpack-dev-server';

import { ConsoleRemotePlugin } from '@openshift-console/dynamic-plugin-sdk-webpack';

import { ENVIRONMENT_DEFAULTS } from './environment-defaults';
import extensions from './plugin-extensions';
import pluginMetadata from './plugin-metadata';

type Configuration = {
  devServer?: WebpackDevServerConfiguration;
} & WebpackConfiguration;

const isAnalyzeBundle = process.env.ANALYZE_BUNDLE === 'true';

const config: Configuration = {
  context: path.resolve(__dirname, 'src'),
  devServer: {
    allowedHosts: 'all',
    client: {
      progress: true,
    },
    compress: true, // Enable gzip compression
    devMiddleware: {
      writeToDisk: true,
    },
    headers: {
      'Access-Control-Allow-Headers': 'X-Requested-With, Content-Type, Authorization',
      'Access-Control-Allow-Methods': 'GET, POST, PUT, DELETE, PATCH, OPTIONS',
      'Access-Control-Allow-Origin': '*',
      'Cache-Control': 'no-store', // Jan-4-2024, workaround for a caching bug in bridge
      'Service-Worker-Allowed': '/', // Needed to support MockServiceWorker
    },
    historyApiFallback: true, // Better SPA routing support
    hot: true,
    port: 9001,
    static: ['./dist'],
  },
  devtool: 'source-map',
  entry: {},
  mode: 'development',
  module: {
    rules: [
      {
        exclude: [/node_modules/u, /__tests__/u, /__mocks__/u],
        test: /\.(?:jsx?|tsx?)$/u,
        use: [
          {
            loader: 'ts-loader',
            options: {
              experimentalWatchApi: true, // Faster incremental builds
              transpileOnly: true, // Skip type checking for faster builds
            },
          },
        ],
      },
      {
        test: /\.s?(?:css)$/u,
        use: ['style-loader', 'css-loader', 'sass-loader'],
      },
      {
        generator: {
          dataUrl: (content: string) => {
            return svgToMiniDataURI(content.toString());
          },
        },
        test: /\.svg$/u,
        type: 'asset/inline',
      },
      {
        generator: {
          filename: 'assets/[name].[ext]',
        },
        test: /\.(?:png|jpg|jpeg|gif|woff2?|ttf|eot|otf)(?:\?.*$|$)/u,
        type: 'asset/resource',
      },
      {
        resolve: {
          fullySpecified: false,
        },
        test: /\.m?js/u,
      },
    ],
  },
  optimization: {
    chunkIds: 'named',
    minimize: false,
  },
  output: {
    chunkFilename: '[name]-chunk.js',
    filename: '[name]-bundle.js',
    path: path.resolve(__dirname, 'dist'),
  },
  plugins: [
    new ForkTsCheckerWebpackPlugin({
      async: true,
      devServer: true,
      typescript: {
        configFile: path.resolve(__dirname, 'tsconfig.json'),
        diagnosticOptions: {
          semantic: false,
          syntactic: false,
        },
      },
    }),
    new ConsoleRemotePlugin({
      extensions,
      pluginMetadata,
    }),
    new CopyPlugin({
      patterns: [{ from: '../locales', to: '../dist/locales' }],
    }),
    new EnvironmentPlugin(ENVIRONMENT_DEFAULTS),
    ...(isAnalyzeBundle
      ? [
          new BundleAnalyzerPlugin({
            analyzerMode: 'static',
            openAnalyzer: true,
            reportFilename: 'report.html',
          }) as unknown as WebpackPluginInstance,
        ]
      : []),
  ],
  resolve: {
    extensions: ['.ts', '.tsx', '.js', '.jsx'],
    plugins: [new TsconfigPathsPlugin({ baseUrl: '.' })],
  },
};

if (process.env.NODE_ENV === 'production') {
  config.mode = 'production';

  // Ensure `output` is initialized if undefined
  config.output ??= {};
  config.output.filename = '[name]-bundle-[hash].min.js';
  config.output.chunkFilename = '[name]-chunk-[chunkhash].min.js';

  // Ensure `optimization` is initialized if undefined
  config.optimization ??= {};
  config.optimization.chunkIds = 'deterministic';
  config.optimization.minimize = true;
}

export default config;
  ────────────────────────────────────────
  ▸ shell
    command: cat plugin-metadata.ts

import type { ConsolePluginBuildMetadata } from '@openshift-console/dynamic-plugin-sdk-webpack';

import { exposedModules as networkMapModules } from './src/modules/NetworkMaps/dynamic-plugin';
import { exposedModules as planModules } from './src/modules/Plans/dynamic-plugin';
import { exposedModules as storageMapModules } from './src/modules/StorageMaps/dynamic-plugin';
import { exposedModules as overviewModules } from './src/overview/dynamic-plugin';
import { exposedModules as providerModules } from './src/providers/dynamic-plugin';
import pkg from './package.json';

const pluginMetadata: ConsolePluginBuildMetadata = {
  dependencies: {
    '@console/pluginAPI': '*',
  },
  description:
    'Forklift is a suite of migration tools that facilitate the migration of VM workloads to KubeVirt.',
  displayName: 'OpenShift Console Plugin For Forklift',
  exposedModules: {
    ...overviewModules,
    ...providerModules,
    ...planModules,
    ...networkMapModules,
    ...storageMapModules,
  },
  name: process.env.PLUGIN_NAME ?? 'forklift-console-plugin',
  version: (process.env.VERSION ?? pkg?.version) || '0.0.0',
};

export default pluginMetadata;The error is about React version mismatch. The console SDK expects React ^17.0.1 but the plugin uses 18.3.1. Let me check what version of the console SDK is installed and its configuration:
  ────────────────────────────────────────
  ▸ shell
    command: cat node_modules/@openshift-console/dynamic-plugin-sdk-webpack/lib/shared-modules.js 2>/dev/null | head -40

"use strict";
Object.defineProperty(exports, "__esModule", { value: true });
exports.getSharedModuleMetadata = exports.sharedPluginModules = void 0;
/**
 * Modules shared between the Console application and its dynamic plugins.
 */
exports.sharedPluginModules = [
    '@openshift-console/dynamic-plugin-sdk',
    '@openshift-console/dynamic-plugin-sdk-internal',
    '@patternfly/react-core',
    '@patternfly/react-table',
    '@patternfly/quickstarts',
    'react',
    'react-i18next',
    'react-router',
    'react-router-dom',
    'react-router-dom-v5-compat',
    'react-redux',
    'redux',
    'redux-thunk',
];
/**
 * Metadata associated with the shared modules.
 */
const sharedPluginModulesMetadata = {
    '@openshift-console/dynamic-plugin-sdk': { singleton: true, allowFallback: false },
    '@openshift-console/dynamic-plugin-sdk-internal': { singleton: true, allowFallback: false },
    '@patternfly/react-core': {},
    '@patternfly/react-table': {},
    '@patternfly/quickstarts': {},
    react: { singleton: true, allowFallback: false },
    'react-i18next': { singleton: true, allowFallback: false },
    'react-router': { singleton: true, allowFallback: false },
    'react-router-dom': { singleton: true, allowFallback: false },
    'react-router-dom-v5-compat': { singleton: true, allowFallback: false },
    'react-redux': { singleton: true, allowFallback: false },
    redux: { singleton: true, allowFallback: false },
    'redux-thunk': { singleton: true, allowFallback: false },
};
/**
  ────────────────────────────────────────
  ▸ shell
    command: cat node_modules/@openshift-console/dynamic-plugin-sdk-webpack/lib/shared-modules.js 2>/dev/null

"use strict";
Object.defineProperty(exports, "__esModule", { value: true });
exports.getSharedModuleMetadata = exports.sharedPluginModules = void 0;
/**
 * Modules shared between the Console application and its dynamic plugins.
 */
exports.sharedPluginModules = [
    '@openshift-console/dynamic-plugin-sdk',
    '@openshift-console/dynamic-plugin-sdk-internal',
    '@patternfly/react-core',
    '@patternfly/react-table',
    '@patternfly/quickstarts',
    'react',
    'react-i18next',
    'react-router',
    'react-router-dom',
    'react-router-dom-v5-compat',
    'react-redux',
    'redux',
    'redux-thunk',
];
/**
 * Metadata associated with the shared modules.
 */
const sharedPluginModulesMetadata = {
    '@openshift-console/dynamic-plugin-sdk': { singleton: true, allowFallback: false },
    '@openshift-console/dynamic-plugin-sdk-internal': { singleton: true, allowFallback: false },
    '@patternfly/react-core': {},
    '@patternfly/react-table': {},
    '@patternfly/quickstarts': {},
    react: { singleton: true, allowFallback: false },
    'react-i18next': { singleton: true, allowFallback: false },
    'react-router': { singleton: true, allowFallback: false },
    'react-router-dom': { singleton: true, allowFallback: false },
    'react-router-dom-v5-compat': { singleton: true, allowFallback: false },
    'react-redux': { singleton: true, allowFallback: false },
    redux: { singleton: true, allowFallback: false },
    'redux-thunk': { singleton: true, allowFallback: false },
};
/**
 * Retrieve full metadata for the given shared module.
 */
const getSharedModuleMetadata = (moduleName) => {
    const { singleton = false, allowFallback = true } = sharedPluginModulesMetadata[moduleName];
    return { singleton, allowFallback };
};
exports.getSharedModuleMetadata = getSharedModuleMetadata;
//# sourceMappingURL=shared-modules.js.map
  ────────────────────────────────────────
  ▸ shell
    command: cat node_modules/@openshift-console/dynamic-plugin-sdk-webpack/lib/validation/ValidationResult.js 2>/dev/null | head -80

"use strict";
Object.defineProperty(exports, "__esModule", { value: true });
exports.ValidationResult = void 0;
const chalk_1 = require("chalk");
const semver = require("semver");
class ValidationAssertions {
    constructor(result) {
        this.result = result;
    }
    // https://kubernetes.io/docs/concepts/overview/working-with-objects/names/#dns-subdomain-names
    validDNSSubdomainName(obj, objPath) {
        if (typeof obj === 'string') {
            this.result.assertThat(obj.length <= 253, `${objPath} must contain no more than 253 characters`);
            this.result.assertThat(/^[a-z0-9-.]*$/.test(obj), `${objPath} must contain only lowercase alphanumeric characters, '-' or '.'`);
            this.result.assertThat(/^[a-z0-9]+/.test(obj) && /[a-z0-9]+$/.test(obj), `${objPath} must start and end with an alphanumeric character`);
        }
    }
    validSemverString(obj, objPath) {
        if (typeof obj === 'string') {
            this.result.assertThat(!!semver.valid(obj), `${objPath} must be semver compliant`);
        }
    }
    validSemverRangeString(obj, objPath) {
        if (typeof obj === 'string') {
            this.result.assertThat(!!semver.validRange(obj), `${objPath} semver range is not valid`);
        }
    }
}
class ValidationResult {
    constructor(description) {
        this.description = description;
        this.errors = [];
        this.assertions = new ValidationAssertions(this);
    }
    assertThat(condition, message) {
        if (!condition) {
            this.addError(message);
        }
    }
    addError(message) {
        this.errors.push(message);
    }
    hasErrors() {
        return this.errors.length > 0;
    }
    getErrors() {
        return [...this.errors];
    }
    formatErrors() {
        const prefix = `${chalk_1.default.bold(this.description)} (${this.errors.length} errors)\n`;
        const errorLines = this.errors.map((e) => `    ${chalk_1.default.red(e)}`);
        return prefix + errorLines.join('\n');
    }
    report(throwOnErrors = true) {
        if (this.hasErrors()) {
            // eslint-disable-next-line no-console
            console.error(this.formatErrors());
            if (throwOnErrors) {
                throw new Error('Validation failed');
            }
        }
    }
}
exports.ValidationResult = ValidationResult;
//# sourceMappingURL=ValidationResult.js.map
  ────────────────────────────────────────
  ▸ shell
    command: cat node_modules/@openshift-console/dynamic-plugin-sdk-webpack/lib/webpack/ConsoleRemotePlugin.js 2>/dev/null | head -120

"use strict";
Object.defineProperty(exports, "__esModule", { value: true });
exports.ConsoleRemotePlugin = exports.validateConsoleExtensionsFileSchema = void 0;
const fs = require("fs");
const path = require("path");
const dynamic_plugin_sdk_webpack_1 = require("@openshift/dynamic-plugin-sdk-webpack");
const glob = require("glob");
const _ = require("lodash");
const readPkg = require("read-pkg");
const semver = require("semver");
const webpack = require("webpack");
const constants_1 = require("../constants");
const shared_modules_1 = require("../shared-modules");
const dynamic_module_parser_1 = require("../utils/dynamic-module-parser");
const jsonc_1 = require("../utils/jsonc");
const schema_1 = require("../utils/schema");
const ExtensionValidator_1 = require("../validation/ExtensionValidator");
const SchemaValidator_1 = require("../validation/SchemaValidator");
const ValidationResult_1 = require("../validation/ValidationResult");
const dynamicModuleImportLoader = '@openshift-console/dynamic-plugin-sdk-webpack/lib/webpack/loaders/dynamic-module-import-loader';
const loadPluginPackageJSON = () => readPkg.sync({ normalize: false });
